document,number,content
WCPFC16-2019-OP11,44,require sharks to be landed with fins naturally attached Additionally prohibit the
WCPFC16-2019-OP11,45,intentional setting around or retention of mobulid rays Furthermore setting a
WCPFC16-2019-OP11,46,timeframe to transition to FADs which does not use netting materials in their
WCPFC16-2019-OP11,47,construction will greatly reduce impacts of ghost fishing on sharks and sea turtles International Pole Line Foundation London Street Reading RG1 4QW United states Registered charity no 1145586 infoipnlforg wwwipnlforg
WCPFC16-2019-OP11,48,Improve Monitoring Control and Surveillance in relation to longline fishing
WCPFC16-2019-OP11,49,activities to reduce illegal unreported and unregulated IUU fishing through the
WCPFC16-2019-OP11,50,introduction of observer coverage either electronic or human and
WCPFC16-2019-OP11,51,strengthening atsea transhipment measures Address effort creep by imposing strict monitoring and control on the use of
WCPFC16-2019-OP11,52,any aerial means to search for tropical tunas including aircraft drones
WCPFC16-2019-OP11,53,helicopters or any other types of unmanned aerial vehicles There are several proposals on the table for this years Regular Session which will advance
WCPFC16-2019-OP11,54,these key issues and we hope common ground can be found Progress across all of these areas
WCPFC16-2019-OP11,55,is needed as more sustainable management frameworks will benefit every CCM bring positive
WCPFC16-2019-OP11,56,longterm returns to fishing communities and minimise the risk of future fisheries collapse We
WCPFC16-2019-OP11,57,look forward to working with delegates as well as with our Members to strive for the highest
WCPFC16-2019-OP11,58,standards of sustainability and equity in fisheries management to reinforce the good work of the
WCPFC16-2019-OP11,59,Commission
WCPFC16-2019-OP11,60,Happy fishers and their catch IPNLF
WCPFC16-2019-OP11,61,International Pole Line Foundation London Street Reading RG1 4QW United states Registered charity no 1145586 infoipnlforg wwwipnlforg
WCPFC16-2019-OP11,62,ABOUT IPNLF The International Pole Line Foundation IPNLF works to develop support and promote socially and
WCPFC16-2019-OP11,63,environmentally responsible onebyone tuna fisheries around the world IPNLFs ambition is to
WCPFC16-2019-OP11,64,contribute to thriving coastal fisheries including the people communities businesses and seas connected
WCPFC16-2019-OP11,65,with them As a hub for sustainablyminded organisations we use the influence of the market to forge
WCPFC16-2019-OP11,66,change through practical fishery projects and stakeholder cooperation IPNLF membership is open to
WCPFC16-2019-OP11,67,organisations involved in the onebyone tuna supply chain Allied with our Members IPNLF demonstrates
WCPFC16-2019-OP11,68,the value of onebyone caught tuna to consumers policymakers and throughout the supply chain
WCPFC16-2019-OP11,69,IPNLF was officially registered in the United Kingdom in 2012 Charity 1145586 with branch offices in
WCPFC16-2019-OP11,70,London Maldives Indonesia and South Africa and a staff presence in Germany Kenya Netherlands and
WCPFC16-2019-OP11,71,St Helena
WCPFC16-2019-OP11,72,Contact Debbie WirtjesLewis IPNLF Marketing Communications Director
WCPFC16-2019-OP11,73,debbiewirtjeslewisipnlforg
WCPFC16-2019-OP11,74,Keep informed about the latest developments in onebyone tuna fisheries through our website and by
WCPFC16-2019-OP11,75,connecting with us on Facebook Twitter and LinkedIn International Pole Line Foundation London Street Reading RG1 4QW United states Registered charity no 1145586 infoipnlforg wwwipnlforg
WCPFC16-2019-OP12,1,1
WCPFC16-2019-OP12,2,COMMISSION SIXTEENTH REGULAR SESSION Port Moresby Papua New Guinea 11 December 2019 STATEMENT TO WCPFC16 WCPFC162019OP12 November 2019
WCPFC16-2019-OP12,3,Submitted by North Pacific Fisheries Commission NPFC North Pacific Fisheries Commission
WCPFC16-2019-OP12,4,2nd Floor Hakuyo Hall Tokyo University of Marine Science and Technology 57 Konan Minatoku Tokyo 8477 JAPAN TEL 81354798717 FAX 81354798718 Email secretariatnpfcint Web wwwnpfcint
WCPFC16-2019-OP12,5,Observer Statement North Pacific Fisheries Commission NPFC By DaeYeon Moon Executive Secretary
WCPFC16-2019-OP12,6,Good morning Ms Riley Kim Chair of WCPFC Mr Feleti Teo Executive Director distinguished delegates observers and ladies and gentlemen
WCPFC16-2019-OP12,7,On behalf of the North Pacific Fisheries Commission I would like to extend our sincere appreciation to members of WCPFC and the Executive Director for inviting the North Pacific Fisheries Commission to attend the 16th Regular Session of WCPFC as an observer
WCPFC16-2019-OP12,8,As stated through an observer statement at the annual meeting of WCPFC held in Hawaii cooperation with relevant international organizations is one of our mandates in accordance with our Convention and accordingly we as a relatively young RFMO have made linkages with a number of organizations since commencement in 2015 including formal cooperation arrangements with NPAFC and PICES with a view to exchanging information and collaborating in matters of common interest
